gen,child,eps,Rg,err
26,10,[1.336042 0.926864 0.880258 1.876912 0.453633 1.052581 1.862333 0.874283 0.269120 0.633604 3.738050 1.137189 0.749044 1.153203 0.524857],33.029038,2.970962
26,11,[1.261472 1.235182 1.343451 2.193595 0.735182 0.915153 1.006214 0.984465 0.739962 0.489006 3.693595 1.386711 1.191444 1.439054 0.886472],27.927994,8.072006
26,12,[1.298040 1.314532 0.819551 2.420411 0.448375 0.930688 1.396272 0.526291 0.277247 0.543977 4.734226 1.243786 0.709130 0.827438 0.348948],29.594686,6.405314
27,1,[1.447180 1.295411 0.967734 2.105880 0.753107 0.556883 1.773184 1.179015 0.125478 0.462476 3.489484 1.061424 0.991396 0.819073 0.676386],23.950860,12.049140
27,2,[1.433317 1.112094 1.048279 2.320507 0.269120 0.619264 1.510755 0.842734 0.559273 0.644837 3.918499 1.147945 0.651291 1.122371 0.675191],28.261524,7.738476
27,3,[1.250717 1.262906 0.741396 1.923040 0.924952 1.165392 1.444073 1.086520 0.620220 0.841778 3.608987 1.458174 0.326482 1.231836 0.649618],29.535470,6.464530
27,4,[1.801864 0.574092 0.989484 2.340583 0.424474 1.078155 1.472992 0.985421 0.663241 0.211042 4.122849 1.051147 1.100621 1.229924 0.908700],25.941906,10.058094
27,5,[1.392925 1.197180 0.506692 1.632648 0.556883 1.148423 1.636233 0.536568 0.756931 0.841778 3.286329 0.735421 0.736138 1.064532 0.154159],27.798816,8.201184
27,6,[1.418260 0.820507 0.874761 2.240440 0.218690 0.657744 1.422801 0.487572 0.524857 0.644120 3.693595 1.278681 1.127151 1.374761 0.722514],32.203811,3.796189
27,7,[1.345124 1.299713 0.965583 2.120459 0.773901 1.211281 1.376195 0.748327 0.910373 0.125478 3.792304 1.134560 0.830545 1.099904 0.776291],27.884665,8.115335
27,8,[1.604685 0.733748 0.690010 1.942878 0.329350 0.526291 2.025574 0.724904 0.482792 0.782983 3.277008 1.176864 0.699331 1.610660 0.277247],29.057891,6.942109
27,9,[1.238050 1.381692 0.852772 1.805449 0.821224 0.559273 1.679015 0.752151 0.119503 0.422801 4.245698 0.759560 0.881214 1.236616 0.388384],26.152901,9.847099
27,10,[1.623088 1.199331 0.639101 2.357553 0.461759 0.991396 1.277247 0.681644 0.759560 0.950526 4.035612 0.930688 0.866874 1.110899 0.642925],22.163481,13.836519
27,11,[1.371654 1.102055 1.010755 1.369503 0.579111 1.032744 1.167304 0.638862 0.656310 0.509321 3.361138 1.133126 0.399140 1.065488 0.293499],20.050313,15.949687
27,12,[1.494025 1.281071 0.763384 2.008126 0.686424 1.070268 1.749044 0.941205 0.331023 0.293977 4.122849 1.453633 0.923996 1.496176 0.344646],27.972487,8.027513
28,1,[1.559512 0.697897 0.762428 2.456979 0.239006 0.668977 1.404637 0.946463 0.145793 0.524857 3.304015 1.459847 0.685707 1.514340 0.678776],29.067151,6.932849
28,2,[1.233031 0.980641 1.172084 2.267925 0.475621 0.621415 1.340344 0.502390 0.552820 0.786329 3.693595 1.626673 0.914436 1.493786 0.749761],24.589101,11.410899
28,3,[1.354207 1.115201 0.664436 2.472753 0.119503 0.560946 1.883843 0.464866 0.145793 0.575048 3.939054 1.321941 0.737094 1.562620 0.647467],32.038147,3.961853
28,4,[1.121176 0.996654 0.777247 2.138145 0.342734 0.972275 1.791587 0.997849 0.743308 0.825526 3.918499 1.287285 0.629780 1.077677 0.626195],27.342948,8.657052
28,5,[1.562620 0.575765 0.772467 1.827677 0.652964 0.539197 1.588671 0.902008 1.011950 0.444551 3.738050 1.200048 1.139818 1.115440 0.479207],21.847684,14.152316
28,6,[1.454350 1.336759 0.595602 2.302581 0.557839 0.679732 2.036329 0.456262 0.772467 0.641013 3.361138 1.102772 0.774857 1.245937 0.841778],23.116305,12.883695
28,7,[1.422084 0.896033 0.401530 1.985899 0.200048 0.879302 1.205784 0.316205 0.367591 0.915153 4.245698 1.226816 0.983270 1.107314 0.724904],21.616338,14.383662
28,8,[1.538002 1.059034 0.904637 1.816922 0.329350 0.938337 1.898423 0.844885 0.444551 0.119503 3.933317 1.638623 0.648184 1.759560 0.848948],28.715236,7.284764
28,9,[1.337954 0.690488 0.975143 2.018642 0.197658 0.663241 1.297323 1.151291 0.427820 1.084130 3.361138 1.414436 0.753824 1.576243 0.899379],29.729432,6.270568
28,10,[1.643403 0.811185 1.050430 1.909656 0.441444 0.808795 1.201482 1.113289 0.488289 0.595124 3.933317 1.373327 0.766252 1.161329 0.632409],22.315009,13.684991
28,11,[1.134082 1.158700 1.000000 1.852533 0.413002 0.589149 1.926147 0.953872 0.512667 0.467734 3.608987 1.407027 0.696941 1.206501 0.204350],23.165442,12.834558
28,12,[1.263384 1.099426 1.013384 1.937380 0.342734 0.919455 1.392447 0.818117 0.395315 0.792304 3.277008 1.171845 0.631931 1.326721 0.538002],24.860985,11.139015
29,1,[1.193117 0.817878 0.907266 2.227772 0.226099 0.960325 1.739962 0.808078 0.239006 0.581979 2.850621 1.408461 0.379063 1.724187 0.985421],32.386408,3.613592
29,2,[1.568356 0.910373 0.464866 2.341539 0.119503 0.374761 1.382648 0.777008 0.222275 0.827438 3.608987 1.161568 0.693834 1.774857 0.479207],23.018147,12.981853
29,3,[1.600860 0.722036 0.692400 2.267925 0.559273 0.262906 1.667782 1.082218 0.131453 0.885277 2.969407 1.233509 0.720124 1.395554 0.383843],23.840207,12.159793
29,4,[1.410851 1.071463 0.501912 2.319073 0.200048 0.847275 1.685468 0.822180 0.351099 0.977294 3.361138 1.173518 0.587476 1.817639 0.795172],23.649520,12.350480
29,5,[1.235182 0.759560 1.144837 2.005258 0.131453 0.782983 1.534895 0.711998 0.288241 0.598948 2.945029 1.353250 0.460325 1.512906 0.239723],29.930200,6.069800
29,6,[1.256692 1.019120 0.326482 2.202916 0.351338 1.026530 1.465583 0.657744 0.452438 0.526052 3.738050 1.391969 0.358509 1.947419 0.614245],21.936396,14.063604
29,7,[0.768642 0.442161 1.386711 2.274857 0.119503 0.479207 1.625478 0.834608 0.299235 0.250956 3.693595 1.137189 0.733748 1.127629 0.486616],28.832998,7.167002
29,8,[1.330306 1.256214 0.973231 2.284417 0.398423 0.659895 1.428298 0.649379 0.231119 0.453633 3.448375 1.220124 0.486855 1.361855 1.136472],26.792881,9.207119
29,9,[1.535612 1.166587 0.519837 2.077438 0.125478 0.416587 1.415153 0.979446 0.402725 0.545889 4.035612 1.437859 0.764579 1.619264 1.282983],22.196779,13.803221
29,10,[1.356836 1.037285 0.807839 1.741396 0.168021 0.651291 1.576243 0.810229 0.630019 0.874761 3.489484 0.785612 0.364723 1.362811 0.454111],29.634451,6.365549
29,11,[1.144837 0.738289 1.211281 2.248805 0.273901 0.411329 1.634321 0.928537 0.119503 0.726099 3.247371 1.206740 0.742591 1.631931 1.053776],27.227499,8.772501
29,12,[1.225621 1.262906 0.862333 1.931405 0.379780 0.498327 1.929254 1.376912 0.219885 0.773423 3.575765 1.579589 1.052581 1.706979 0.880258],21.896241,14.103759
30,1,[1.044216 0.707935 1.545889 1.989006 0.283461 0.642925 1.592256 0.314293 0.495220 0.827438 3.057839 1.723709 0.456501 1.229685 0.638623],24.087721,11.912279
30,2,[1.076721 1.025096 0.604685 2.132887 0.804732 0.423040 1.697180 1.293499 0.365918 0.692400 2.888623 1.380019 0.360421 1.539914 0.777964],26.919553,9.080447
30,3,[1.647706 0.858509 1.500717 2.322180 0.346080 1.263384 2.032505 0.841061 0.341300 0.161329 3.361138 1.315010 0.344646 2.296367 0.788480],26.751626,9.248374
30,4,[1.288241 0.787046 1.051147 2.119742 0.350382 0.663241 1.940010 0.519120 0.495220 1.056883 2.663002 1.189771 0.659895 1.615201 0.643403],21.149445,14.850555
30,5,[1.431166 0.797084 1.017447 2.297084 0.830306 0.958174 1.434512 0.516013 0.222275 0.293260 2.915392 1.060229 0.436663 1.565727 0.311663],24.386596,11.613404
30,6,[1.202916 0.812620 1.005019 2.256692 0.119503 1.305927 1.339149 0.682122 0.239006 0.484226 2.844407 1.188337 0.358509 1.712237 0.516252],22.068436,13.931564
30,7,[1.211281 0.559273 0.847992 2.401769 0.125478 0.748566 1.503824 1.201482 0.424474 0.837715 2.905593 1.429732 0.164436 1.358509 0.556883],24.194459,11.805541
30,8,[0.903920 0.372610 1.064532 2.180927 0.172084 0.449809 1.463671 1.099187 0.119503 0.774379 2.576482 0.831740 0.618786 1.394359 0.508843],25.954552,10.045448
30,9,[1.086998 0.749761 1.348470 2.396989 0.635038 0.536090 1.886233 0.783461 0.363767 0.218212 3.247371 1.472275 0.399140 1.688815 0.751195],27.352752,8.647248
30,10,[0.873327 0.594646 0.891491 2.337237 0.569073 0.531310 1.312620 1.340822 0.234943 0.619264 2.739006 0.889101 0.607314 1.284895 0.756931],22.745685,13.254315
30,11,[1.204350 0.481836 1.097514 2.294455 0.161329 0.577199 1.281310 1.014818 0.125478 0.762428 3.476577 1.489245 0.525335 1.450765 0.940249],25.096499,10.903501
30,12,[0.972514 0.918021 0.977294 1.963910 0.125478 0.227055 1.197180 0.554015 0.204828 1.008126 2.576482 1.305210 0.391013 1.275096 0.380258],25.704204,10.295796
